alt_haplotype_id,primary_contig_id,symbol,source
ENSG00000182242,ENSG00000274962,TEX28P1,ensembl_id_history_name
ENSG00000182500,ENSG00000276045,ORAI1,ensembl_id_history_name
ENSG00000182502,ENSG00000263366,ABHD17AP5,ensembl_id_history_name
ENSG00000182584,ENSG00000288649,ACTL10,ensembl_id_history_name
ENSG00000182646,ENSG00000268350,FAM156A,ensembl_id_history_name
ENSG00000182851,ENSG00000277494,GPIHBP1,ensembl_id_history_name
ENSG00000182909,ENSG00000275183,LENG9,ensembl_id_history_name
ENSG00000183038,ENSG00000274252,GGTLC3,ensembl_id_history_name
ENSG00000183103,ENSG00000273111,LYPD4,ensembl_id_history_name
ENSG00000183130,ENSG00000279301,OR2T11,ensembl_id_history_name
ENSG00000183214,ENSG00000204520,MICA,ensembl_alt_contig
ENSG00000183311,ENSG00000196230,TUBB,ensembl_alt_contig
ENSG00000183405,ENSG00000263266,RPS7P1,ensembl_id_history_name
ENSG00000183473,ENSG00000278195,SSTR3,ensembl_id_history_name
ENSG00000183574,ENSG00000204308,RNF5,ensembl_alt_contig
ENSG00000183678,ENSG00000268651,CTAG1A,ensembl_id_history_name
ENSG00000183729,ENSG00000288611,NPBWR1,ensembl_id_history_name
ENSG00000184040,ENSG00000148483,TMEM236,ensembl_id_history_name
ENSG00000184258,ENSG00000288642,CDR1,ensembl_id_history_name
ENSG00000184324,ENSG00000268902,CSAG2,ensembl_id_history_name
ENSG00000184494,ENSG00000204386,NEU1,ensembl_alt_contig
ENSG00000184586,ENSG00000274749,KRTAP7-1,ensembl_id_history_name
ENSG00000184682,ENSG00000283787,PRR33,ensembl_id_history_name
ENSG00000184750,ENSG00000268606,MAGEA2,ensembl_id_history_name
ENSG00000184779,ENSG00000182774,RPS17,ensembl_id_history_name
ENSG00000184881,ENSG00000279012,OR51B2,ensembl_id_history_name
ENSG00000184886,ENSG00000277161,PIGW,ensembl_id_history_name
ENSG00000185097,ENSG00000284662,OR4F16,ensembl_id_history_name
ENSG00000185128,ENSG00000275954,TBC1D3F,ensembl_id_history_name
ENSG00000185254,ENSG00000278057,TEX28,ensembl_id_history_name
ENSG00000185554,ENSG00000269405,NXF2,ensembl_id_history_name
ENSG00000185751,ENSG00000155622,XAGE2,ensembl_id_history_name
ENSG00000185928,ENSG00000280789,PAGR1,ensembl_id_history_name
ENSG00000185945,ENSG00000269437,NXF2B,ensembl_id_history_name
ENSG00000185990,ENSG00000277150,F8A3,ensembl_id_history_name
ENSG00000186117,ENSG00000279395,OR5L1,ensembl_id_history_name
ENSG00000186275,ENSG00000268043,NBPF12,ensembl_id_history_name
ENSG00000186400,ENSG00000279111,OR10X1,ensembl_id_history_name
ENSG00000186530,ENSG00000275591,XKR5,ensembl_id_history_name
ENSG00000187008,ENSG00000277481,PKD1L3,ensembl_id_history_name
ENSG00000187145,ENSG00000266472,MRPS21,ensembl_id_history_name
ENSG00000187156,ENSG00000270816,LINC00221,ensembl_id_history_name
ENSG00000187456,ENSG00000278023,RDM1,ensembl_id_history_name
ENSG00000187667,ENSG00000276141,WHAMMP3,ensembl_id_history_name
ENSG00000188069,ENSG00000280021,OR51F1,ensembl_id_history_name
ENSG00000188073,ENSG00000273598,PMS2P10,ensembl_id_history_name
ENSG00000188279,ENSG00000276430,FAM25C,ensembl_id_history_name
ENSG00000188888,ENSG00000277399,GPR179,ensembl_id_history_name
ENSG00000196231,ENSG00000204700,OR2J2,ensembl_alt_contig
ENSG00000196409,ENSG00000274349,ZNF658,ensembl_id_history_name
ENSG00000196610,ENSG00000232629,HLA-DQB2,ensembl_alt_contig
ENSG00000196622,ENSG00000275793,RIMBP3,ensembl_id_history_name
ENSG00000196661,ENSG00000284609,OR8B3,ensembl_id_history_name
ENSG00000196774,ENSG00000260691,ANKRD20A1,ensembl_id_history_name
ENSG00000196934,ENSG00000274600,RIMBP3B,ensembl_id_history_name
ENSG00000196936,ENSG00000279263,OR2L8,ensembl_id_history_name
ENSG00000196963,ENSG00000272674,PCDHB16,ensembl_id_history_name
ENSG00000197262,ENSG00000276070,CCL4L2,ensembl_id_history_name
ENSG00000197263,ENSG00000279116,OR8D2,ensembl_id_history_name
ENSG00000197414,ENSG00000273976,GOLGA6L1,ensembl_id_history_name
ENSG00000197463,ENSG00000268916,CSAG3,ensembl_id_history_name
ENSG00000197681,ENSG00000274611,TBC1D3,ensembl_id_history_name
ENSG00000197701,ENSG00000272602,ZNF595,ensembl_id_history_name
ENSG00000197723,ENSG00000260325,HSPB9,ensembl_id_history_name
ENSG00000197775,ENSG00000215256,DHRS4-AS1,ensembl_id_history_name
ENSG00000197910,ENSG00000189090,FAM25G,ensembl_id_history_name
ENSG00000197932,ENSG00000288722,F8A1,ensembl_id_history_name
ENSG00000198035,ENSG00000204172,AGAP9,ensembl_id_history_name
ENSG00000198161,ENSG00000288867,PPIAL4C,ensembl_id_history_name
ENSG00000198250,ENSG00000274209,ANTXRL,ensembl_id_history_name
ENSG00000198384,ENSG00000244471,TPTE2P3,ensembl_id_history_name
ENSG00000198444,ENSG00000288709,F8A2,ensembl_id_history_name
ENSG00000198457,ENSG00000231852,CYP21A2,ensembl_alt_contig
ENSG00000198477,ENSG00000275004,ZNF280B,ensembl_id_history_name
ENSG00000198657,ENSG00000280090,OR8B4,ensembl_id_history_name
ENSG00000198877,ENSG00000279761,OR5D13,ensembl_id_history_name
ENSG00000198946,ENSG00000269791,SSX4B,ensembl_id_history_name
ENSG00000198986,ENSG00000283990,MIRLET7A3,ensembl_id_history_name
ENSG00000199004,ENSG00000284190,MIR21,ensembl_id_history_name
ENSG00000199066,ENSG00000284544,MIR330,ensembl_id_history_name
ENSG00000199071,ENSG00000283935,MIR423,ensembl_id_history_name
ENSG00000199187,ENSG00000283978,MIR365B,ensembl_id_history_name
ENSG00000199654,ENSG00000199480,RNA5SP389,ensembl_alt_contig
ENSG00000199876,ENSG00000222630,RN7SKP131,ensembl_id_history_name
ENSG00000200115,ENSG00000276036,RNA5SP440,ensembl_id_history_name
ENSG00000200649,ENSG00000284736,RNA5SP343,ensembl_id_history_name
ENSG00000201283,ENSG00000277341,RNU6-489P,ensembl_id_history_name
ENSG00000201792,ENSG00000277029,RNU6-1192P,ensembl_id_history_name
ENSG00000203463,ENSG00000204385,SLC44A4,ensembl_alt_contig
ENSG00000203623,ENSG00000204439,C6orf47,ensembl_alt_contig
ENSG00000203624,ENSG00000204568,MRPS18B,ensembl_alt_contig
ENSG00000203812,ENSG00000288825,H2AC18,ensembl_id_history_name
ENSG00000203817,ENSG00000263513,FAM72C,ensembl_id_history_name
ENSG00000203832,ENSG00000162825,NBPF20,ensembl_id_history_name
ENSG00000203835,ENSG00000198658,ABHD17AP1,ensembl_id_history_name
ENSG00000203902,ENSG00000268883,PNMA6B,ensembl_id_history_name
ENSG00000203924,ENSG00000268988,SPANXN2,ensembl_id_history_name
ENSG00000204092,ENSG00000226070,LINC00951,ensembl_id_history_name
ENSG00000204197,ENSG00000237649,KIFC1,ensembl_alt_contig
ENSG00000204221,ENSG00000227057,WDR46,ensembl_alt_contig
ENSG00000204276,ENSG00000237541,HLA-DQA2,ensembl_alt_contig
ENSG00000204293,ENSG00000284680,OR8B2,ensembl_id_history_name
ENSG00000204359,ENSG00000243649,CFB,ensembl_alt_contig
ENSG00000204364,ENSG00000166278,C2,ensembl_alt_contig
ENSG00000204466,ENSG00000274588,DGKK,ensembl_id_history_name
ENSG00000204487,ENSG00000227507,LTB,ensembl_alt_contig
ENSG00000204490,ENSG00000232810,TNF,ensembl_alt_contig
ENSG00000204491,ENSG00000279804,PRAMEF18,ensembl_id_history_name
ENSG00000204495,ENSG00000279169,PRAMEF13,ensembl_id_history_name
ENSG00000204502,ENSG00000270601,PRAMEF5,ensembl_id_history_name
ENSG00000204513,ENSG00000239810,PRAMEF11,ensembl_id_history_name
ENSG00000204645,ENSG00000268009,SSX4,ensembl_id_history_name
ENSG00000204689,ENSG00000206474,OR10C1,ensembl_alt_contig
ENSG00000204690,ENSG00000280236,OR12D2,ensembl_alt_contig
ENSG00000204692,ENSG00000112462,OR12D3,ensembl_alt_contig
ENSG00000204793,ENSG00000273514,FOXD4L6,ensembl_id_history_name
ENSG00000205217,ENSG00000287751,FAM106B,ensembl_id_history_name
ENSG00000205271,ENSG00000276710,CSPG4P10,ensembl_id_history_name
ENSG00000205281,ENSG00000278662,GOLGA6L10,ensembl_id_history_name
ENSG00000205441,ENSG00000272804,KRTAP10-7,ensembl_id_history_name
ENSG00000205485,ENSG00000290873,LINC03009,ensembl_id_history_name
ENSG00000205677,ENSG00000228285,LYPLA2P1,ensembl_alt_contig
ENSG00000205775,ENSG00000275113,GAGE2E,ensembl_id_history_name
ENSG00000206082,ENSG00000282508,LINC01002,ensembl_id_history_name
ENSG00000206114,ENSG00000249054,FAM138D,ensembl_id_history_name
ENSG00000206206,ENSG00000204209,DAXX,ensembl_alt_contig
ENSG00000206208,ENSG00000231925,TAPBP,ensembl_alt_contig
ENSG00000206232,ENSG00000204261,PSMB8-AS1,ensembl_alt_contig
ENSG00000206235,ENSG00000204267,TAP2,ensembl_alt_contig
ENSG00000206237,ENSG00000179344,HLA-DQB1,ensembl_alt_contig
ENSG00000206240,ENSG00000196126,HLA-DRB1,ensembl_alt_contig
ENSG00000206256,ENSG00000221988,PPT2,ensembl_alt_contig
ENSG00000206258,ENSG00000168477,TNXB,ensembl_alt_contig
ENSG00000206268,ENSG00000204356,NELFE,ensembl_alt_contig
ENSG00000206279,ENSG00000204209,DAXX,ensembl_alt_contig
ENSG00000206280,ENSG00000236104,ZBTB22,ensembl_alt_contig
ENSG00000206281,ENSG00000231925,TAPBP,ensembl_alt_contig
ENSG00000206282,ENSG00000237441,RGL2,ensembl_alt_contig
ENSG00000206283,ENSG00000204220,PFDN6,ensembl_alt_contig
ENSG00000206284,ENSG00000227057,WDR46,ensembl_alt_contig
ENSG00000206285,ENSG00000235863,B3GALT4,ensembl_alt_contig
ENSG00000206286,ENSG00000223501,VPS52,ensembl_alt_contig
ENSG00000206287,ENSG00000204227,RING1,ensembl_alt_contig
ENSG00000206288,ENSG00000112473,SLC39A7,ensembl_alt_contig
ENSG00000206289,ENSG00000204231,RXRB,ensembl_alt_contig
ENSG00000206290,ENSG00000204248,COL11A2,ensembl_alt_contig
ENSG00000206291,ENSG00000231389,HLA-DPA1,ensembl_alt_contig
ENSG00000206292,ENSG00000204252,HLA-DOA,ensembl_alt_contig
ENSG00000206296,ENSG00000204261,PSMB8-AS1,ensembl_alt_contig
ENSG00000206297,ENSG00000168394,TAP1,ensembl_alt_contig
ENSG00000206298,ENSG00000204264,PSMB8,ensembl_alt_contig
ENSG00000206299,ENSG00000204267,TAP2,ensembl_alt_contig
ENSG00000206301,ENSG00000237541,HLA-DQA2,ensembl_alt_contig
ENSG00000206302,ENSG00000179344,HLA-DQB1,ensembl_alt_contig
ENSG00000206305,ENSG00000196735,HLA-DQA1,ensembl_alt_contig
ENSG00000206306,ENSG00000196126,HLA-DRB1,ensembl_alt_contig
ENSG00000206308,ENSG00000204287,HLA-DRA,ensembl_alt_contig
ENSG00000206312,ENSG00000204301,NOTCH4,ensembl_alt_contig
ENSG00000206314,ENSG00000213654,GPSM3,ensembl_alt_contig
ENSG00000206315,ENSG00000204304,PBX2,ensembl_alt_contig
ENSG00000206320,ENSG00000204305,AGER,ensembl_alt_contig
ENSG00000206324,ENSG00000204310,AGPAT1,ensembl_alt_contig
ENSG00000206329,ENSG00000221988,PPT2,ensembl_alt_contig
ENSG00000206331,ENSG00000204314,PRRT1,ensembl_alt_contig
ENSG00000206338,ENSG00000231852,CYP21A2,ensembl_alt_contig
ENSG00000206340,ENSG00000244731,C4A,ensembl_alt_contig
ENSG00000206346,ENSG00000204348,DXO,ensembl_alt_contig
ENSG00000206355,ENSG00000204536,CCHCR1,ensembl_alt_contig
ENSG00000206357,ENSG00000204356,NELFE,ensembl_alt_contig
ENSG00000206366,ENSG00000204366,ZBTB12,ensembl_alt_contig
ENSG00000206372,ENSG00000166278,C2,ensembl_alt_contig
ENSG00000206376,ENSG00000204371,EHMT2,ensembl_alt_contig
ENSG00000206378,ENSG00000204385,SLC44A4,ensembl_alt_contig
ENSG00000206379,ENSG00000137312,FLOT1,ensembl_alt_contig
ENSG00000206383,ENSG00000204390,HSPA1L,ensembl_alt_contig
ENSG00000206394,ENSG00000213719,CLIC1,ensembl_alt_contig
ENSG00000206395,ENSG00000213722,DDAH2,ensembl_alt_contig
ENSG00000206398,ENSG00000204421,LY6G6C,ensembl_alt_contig
ENSG00000206401,ENSG00000255552,LY6G6E,ensembl_alt_contig
ENSG00000206402,ENSG00000244355,LY6G6D,ensembl_alt_contig
ENSG00000206403,ENSG00000204427,ABHD16A,ensembl_alt_contig
ENSG00000206404,ENSG00000204428,LY6G5C,ensembl_alt_contig
ENSG00000206406,ENSG00000204435,CSNK2B,ensembl_alt_contig
ENSG00000206408,ENSG00000204438,GPANK1,ensembl_alt_contig
ENSG00000206409,ENSG00000204444,APOM,ensembl_alt_contig
ENSG00000206412,ENSG00000204590,GNL1,ensembl_alt_contig
ENSG00000206427,ENSG00000204469,PRRC2A,ensembl_alt_contig
ENSG00000206428,ENSG00000204472,AIF1,ensembl_alt_contig
ENSG00000206430,ENSG00000204475,NCR3,ensembl_alt_contig
ENSG00000206433,ENSG00000204482,LST1,ensembl_alt_contig
ENSG00000206435,ENSG00000204525,HLA-C,ensembl_alt_contig
ENSG00000206437,ENSG00000227507,LTB,ensembl_alt_contig
ENSG00000206439,ENSG00000232810,TNF,ensembl_alt_contig
ENSG00000206440,ENSG00000204498,NFKBIL1,ensembl_alt_contig
ENSG00000206445,ENSG00000213760,ATP6V1G2,ensembl_alt_contig
ENSG00000206447,ENSG00000204511,MCCD1,ensembl_alt_contig
ENSG00000206449,ENSG00000204516,MICB,ensembl_alt_contig
ENSG00000206450,ENSG00000234745,HLA-B,ensembl_alt_contig
ENSG00000206452,ENSG00000204525,HLA-C,ensembl_alt_contig
ENSG00000206454,ENSG00000204531,POU5F1,ensembl_alt_contig
ENSG00000206455,ENSG00000137310,TCF19,ensembl_alt_contig
ENSG00000206457,ENSG00000204536,CCHCR1,ensembl_alt_contig
ENSG00000206458,ENSG00000204540,PSORS1C1,ensembl_alt_contig
ENSG00000206459,ENSG00000204538,PSORS1C2,ensembl_alt_contig
ENSG00000206460,ENSG00000204539,CDSN,ensembl_alt_contig
ENSG00000206461,ENSG00000204542,C6orf15,ensembl_alt_contig
ENSG00000206465,ENSG00000196260,SFTA2,ensembl_alt_contig
ENSG00000206466,ENSG00000204681,GABBR1,ensembl_alt_contig
ENSG00000206467,ENSG00000204657,OR2H2,ensembl_alt_contig
ENSG00000206468,ENSG00000213886,UBD,ensembl_alt_contig
ENSG00000206470,ENSG00000204687,MAS1L,ensembl_alt_contig
ENSG00000206471,ENSG00000204688,OR2H1,ensembl_alt_contig
ENSG00000206472,ENSG00000204694,OR11A1,ensembl_alt_contig
ENSG00000206476,ENSG00000137411,VARS2,ensembl_alt_contig
ENSG00000206478,ENSG00000137331,IER3,ensembl_alt_contig
ENSG00000206480,ENSG00000137312,FLOT1,ensembl_alt_contig
ENSG00000206481,ENSG00000137337,MDC1,ensembl_alt_contig
ENSG00000206484,ENSG00000137404,NRM,ensembl_alt_contig
ENSG00000206485,ENSG00000146112,PPP1R18,ensembl_alt_contig
ENSG00000206486,ENSG00000204560,DHX16,ensembl_alt_contig
ENSG00000206487,ENSG00000204564,C6orf136,ensembl_alt_contig
ENSG00000206488,ENSG00000137343,ATAT1,ensembl_alt_contig
ENSG00000206489,ENSG00000204569,PPP1R10,ensembl_alt_contig
ENSG00000206490,ENSG00000204574,ABCF1,ensembl_alt_contig
ENSG00000206491,ENSG00000204576,PRR3,ensembl_alt_contig
